gene	position	subunit	MFH	normalized_MFH	type
TraesCS7D01G220200	384	S4	3.079662293	0.401997706	TVGs
TraesCS7D01G237800	733	S4	1.494874779	-0.49508627	TVGs
TraesCS7D01G419700	569	S4	1.507665001	-0.487846243	TVGs
TraesCS1A01G366400	141	S5	1.907751313	-0.261373599	TVGs
TraesCS2A01G287500	28	S5	1.871927582	-0.281651961	TVGs
TraesCS2B01G298700	1096	S5	1.444205298	-0.523768209	TVGs
TraesCS2B01G304300	28	S5	2.284101885	-0.048336795	TVGs
TraesCS2D01G285900	28	S5	2.195837355	-0.098299767	TVGs
TraesCS7B01G185900	180	S5	2.954217758	0.330988639	TVGs
TraesCS1B01G013900	34	S5	2.443013364	0.041616553	TVGs
TraesCS1D01G140600	1874	S5	2.651483601	0.159623104	TVGs
TraesCS3B01G390700	179	S5	8.505352758	3.473261159	TVGs
TraesCS4B01G169200	909	S5	1.760954106	-0.344469548	TVGs
TraesCS5A01G478300	379	S5	7.146888817	2.704289785	TVGs
TraesCS5D01G395500	12	S5	1.911648586	-0.259167511	TVGs
TraesCS7B01G135500	706	S5	1.762542022	-0.343570693	TVGs
TraesCS7B01G498600	145	S5	1.902667646	-0.264251257	TVGs
TraesCS7D01G546700	151	S5	2.413579287	0.024955115	TVGs
